row_id,sentence,topic,domain,sentiment,language_style,char_count,token_count,unique_token_count,avg_word_length,type_token_ratio,has_stopwords,approx_perplexity,unigram_sample,unigram_freq,bigram_sample,bigram_freq,trigram_sample,trigram_freq,4gram_sample,5gram_sample,most_common_bigram,most_common_trigram,tokens_list
1027,Lifelong learning keeps the mind sharp and active.,education,healthcare,neutral,informal,50,8,8,5.25,1,TRUE,379.8439,lifelong,1,the mind,1,mind sharp and,1,lifelong learning keeps the,the mind sharp and active,lifelong learning,lifelong learning keeps,lifelong | learning | keeps | the | mind | sharp | and | active
1028,Collaborative projects teach valuable teamwork skills.,business,legal,mixed,technical,54,6,6,8,1,FALSE,323.2266,collaborative,1,valuable teamwork,1,teach valuable teamwork,1,collaborative projects teach valuable,projects teach valuable teamwork skills,collaborative projects,collaborative projects teach,collaborative | projects | teach | valuable | teamwork | skills
1029,Feedback from peers can improve academic performance.,science,finance,positive,colloquial,53,7,7,6.57,1,FALSE,161.9847,feedback,1,improve academic,1,from peers can,1,feedback from peers can,peers can improve academic performance,feedback from,feedback from peers,feedback | from | peers | can | improve | academic | performance
1030,Understanding a fundamentals helps with advanced topics.,politics,entertainment,negative,academic,56,7,7,7,1,TRUE,114.9605,understanding,1,helps with,1,with advanced topics,1,helps with advanced topics,a fundamentals helps with advanced,understanding a,understanding a fundamentals,understanding | a | fundamentals | helps | with | advanced | topics
1031,The company reported record profits this quarter.,music,customer_service,neutral,formal,49,7,7,6,1,TRUE,119.9325,the,1,this quarter,1,record profits this,1,record profits this quarter,the company reported record profits,the company,the company reported,the | company | reported | record | profits | this | quarter
1032,Customer satisfaction drives long-term business success.,movies,social_media,mixed,informal,56,7,7,7,1,FALSE,266.4137,customer,1,long term,1,satisfaction drives long,1,drives long term business,satisfaction drives long term business,customer satisfaction,customer satisfaction drives,customer | satisfaction | drives | long | term | business | success
1033,Startups often struggle with early-stage funding.,books,news,positive,technical,49,7,7,6,1,FALSE,344.3232,startups,1,early stage,1,struggle with early,1,with early stage funding,startups often struggle with early,startups often,startups often struggle,startups | often | struggle | with | early | stage | funding
1034,Market analysis is critical before launching a product.,gaming,academic,negative,colloquial,55,8,8,5.88,1,TRUE,262.0192,market,1,analysis is,1,analysis is critical,1,is critical before launching,market analysis is critical before,market analysis,market analysis is,market | analysis | is | critical | before | launching | a | product
1035,Effective leadership motivates teams to perform better. Perhaps.,fashion,casual_chat,neutral,academic,64,8,8,6.88,1,TRUE,91.36,effective,1,teams to,1,motivates teams to,1,to perform better perhaps,teams to perform better perhaps,effective leadership,effective leadership motivates,effective | leadership | motivates | teams | to | perform | better | perhaps
1036,Supply chain disruptions affected global markets.,weather,e-commerce,mixed,formal,49,6,6,7.17,1,FALSE,90.6563,supply,1,supply chain,1,chain disruptions affected,1,supply chain disruptions affected,supply chain disruptions affected global,supply chain,supply chain disruptions,supply | chain | disruptions | affected | global | markets
1037,The merger was approved by regulatory authorities.,food,healthcare,positive,informal,50,7,7,6.14,1,TRUE,291.7745,the,1,the merger,1,was approved by,1,was approved by regulatory,the merger was approved by,the merger,the merger was,the | merger | was | approved | by | regulatory | authorities
1038,Digital marketing has replaced traditional advertising.,travel,legal,negative,technical,55,6,6,8.17,1,FALSE,25.5954,digital,1,digital marketing,1,marketing has replaced,1,digital marketing has replaced,digital marketing has replaced traditional,digital marketing,digital marketing has,digital | marketing | has | replaced | traditional | advertising
1039,Employee retention reduces costly hiring cycles.,technology,finance,neutral,colloquial,48,6,6,7,1,FALSE,318.5756,employee,1,retention reduces,1,reduces costly hiring,1,retention reduces costly hiring,retention reduces costly hiring cycles,employee retention,employee retention reduces,employee | retention | reduces | costly | hiring | cycles
1040,Investors are looking for sustainable business models.,sports,entertainment,mixed,academic,54,7,7,6.71,1,TRUE,320.7414,investors,1,for sustainable,1,looking for sustainable,1,for sustainable business models,looking for sustainable business models,investors are,investors are looking,investors | are | looking | for | sustainable | business | models
1041,The experiment yielded surprising and significant results.,health,customer_service,positive,formal,58,7,7,7.29,1,TRUE,121.2714,the,1,yielded surprising,1,the experiment yielded,1,experiment yielded surprising and,the experiment yielded surprising and,the experiment,the experiment yielded,the | experiment | yielded | surprising | and | significant | results
1042,Peer review ensures the integrity of scientific research.,education,social_media,negative,informal,57,8,8,6.12,1,TRUE,89.0094,peer,1,the integrity,1,peer review ensures,1,integrity of scientific research,the integrity of scientific research,peer review,peer review ensures,peer | review | ensures | the | integrity | of | scientific | research
1043,Climate change is supported by overwhelming evidence.,business,news,neutral,technical,53,7,7,6.57,1,TRUE,390.3474,climate,1,is supported,1,supported by overwhelming,1,climate change is supported,climate change is supported by,climate change,climate change is,climate | change | is | supported | by | overwhelming | evidence
1044,Quantum computing could solve complex problems faster.,science,academic,mixed,colloquial,54,7,7,6.71,1,FALSE,113.9216,quantum,1,problems faster,1,computing could solve,1,solve complex problems faster,computing could solve complex problems,quantum computing,quantum computing could,quantum | computing | could | solve | complex | problems | faster
1045,Gene editing technologies raise important ethical questions.,politics,casual_chat,positive,academic,60,7,7,7.57,1,FALSE,312.9785,gene,1,gene editing,1,editing technologies raise,1,raise important ethical questions,technologies raise important ethical questions,gene editing,gene editing technologies,gene | editing | technologies | raise | important | ethical | questions
1046,Space exploration has accelerated in recent decades. Perhaps.,music,e-commerce,negative,formal,61,8,8,6.5,1,TRUE,278.9481,space,1,recent decades,1,exploration has accelerated,1,accelerated in recent decades,accelerated in recent decades perhaps,space exploration,space exploration has,space | exploration | has | accelerated | in | recent | decades | perhaps
1047,The discovery of new species continues to surprise scientists.,movies,healthcare,neutral,informal,62,9,9,5.89,1,TRUE,302.9953,the,1,species continues,1,of new species,1,discovery of new species,the discovery of new species,the discovery,the discovery of,the | discovery | of | new | species | continues | to | surprise | scientists
1048,Chemistry plays a role in everything around us.,books,legal,mixed,technical,47,8,8,4.88,1,TRUE,202.8672,chemistry,1,in everything,1,in everything around,1,chemistry plays a role,a role in everything around,chemistry plays,chemistry plays a,chemistry | plays | a | role | in | everything | around | us
1049,Physics explains the fundamental forces of the universe.,gaming,finance,positive,colloquial,56,8,7,6,0.875,TRUE,348.1899,physics,1,the fundamental,1,explains the fundamental,1,the fundamental forces of,physics explains the fundamental forces,physics explains,physics explains the,physics | explains | the | fundamental | forces | of | the | universe
1050,Biodiversity is essential for ecosystem resilience.,fashion,entertainment,negative,academic,51,6,6,7.5,1,TRUE,143.3151,biodiversity,1,is essential,1,biodiversity is essential,1,biodiversity is essential for,is essential for ecosystem resilience,biodiversity is,biodiversity is essential,biodiversity | is | essential | for | ecosystem | resilience
1051,The weaar today is absolutely beautiful and sunny.,weather,customer_service,neutral,formal,50,8,8,5.25,1,TRUE,170.4072,the,1,weaar today,1,today is absolutely,1,absolutely beautiful and sunny,the weaar today is absolutely,the weaar,the weaar today,the | weaar | today | is | absolutely | beautiful | and | sunny
1052,It looks like rain is coming this afternoon.,food,social_media,mixed,informal,44,8,8,4.5,1,TRUE,281.5945,it,1,looks like,1,it looks like,1,it looks like rain,rain is coming this afternoon,it looks,it looks like,it | looks | like | rain | is | coming | this | afternoon
1053,Temperature dropped significantly overnight.,travel,news,positive,technical,44,4,4,10,1,FALSE,114.5145,temperature,1,temperature dropped,1,dropped significantly overnight,1,temperature dropped significantly overnight,,temperature dropped,temperature dropped significantly,temperature | dropped | significantly | overnight
1054,Strong winds are expected throughout the day.,technology,academic,negative,colloquial,45,7,7,5.43,1,TRUE,42.8199,strong,1,expected throughout,1,strong winds are,1,are expected throughout the,are expected throughout the day,strong winds,strong winds are,strong | winds | are | expected | throughout | the | day
1055,The forecast shows clear skies for the weekend.,sports,casual_chat,neutral,academic,47,8,7,4.88,0.875,TRUE,67.8144,the,2,shows clear,1,for the weekend,1,forecast shows clear skies,the forecast shows clear skies,the forecast,the forecast shows,the | forecast | shows | clear | skies | for | the | weekend
1056,Humidity levels are very high today.,health,e-commerce,mixed,formal,36,6,6,5,1,TRUE,326.0996,humidity,1,levels are,1,are very high,1,are very high today,levels are very high today,humidity levels,humidity levels are,humidity | levels | are | very | high | today
1057,Snow is expected to fall heavily tonight. Truly.,education,healthcare,positive,informal,48,8,8,4.88,1,TRUE,156.1036,snow,1,heavily tonight,1,is expected to,1,snow is expected to,to fall heavily tonight truly,snow is,snow is expected,snow | is | expected | to | fall | heavily | tonight | truly
1058,It is a perfect day for outdoor activities.,business,legal,negative,technical,43,8,8,4.38,1,TRUE,288.5179,it,1,is a,1,a perfect day,1,it is a perfect,perfect day for outdoor activities,it is,it is a,it | is | a | perfect | day | for | outdoor | activities
1059,Thunderstorms may develop in the late evening.,science,finance,neutral,colloquial,46,7,7,5.57,1,TRUE,235.3467,thunderstorms,1,the late,1,develop in the,1,in the late evening,thunderstorms may develop in the,thunderstorms may,thunderstorms may develop,thunderstorms | may | develop | in | the | late | evening
1060,The heat wave continues into the next week.,politics,entertainment,mixed,academic,43,8,7,4.38,0.875,TRUE,124.6233,the,2,into the,1,wave continues into,1,wave continues into the,continues into the next week,the heat,the heat wave,the | heat | wave | continues | into | the | next | week
1061,I really enjoyed the pasta dish at that restaurant.,music,customer_service,positive,formal,51,9,9,4.67,1,TRUE,190.766,i,1,enjoyed the,1,i really enjoyed,1,pasta dish at that,really enjoyed the pasta dish,i really,i really enjoyed,i | really | enjoyed | the | pasta | dish | at | that | restaurant
1062,The coffee here is exceptionally smooth and rich.,movies,social_media,negative,informal,49,8,8,5.12,1,TRUE,192.55,the,1,and rich,1,here is exceptionally,1,exceptionally smooth and rich,here is exceptionally smooth and,the coffee,the coffee here,the | coffee | here | is | exceptionally | smooth | and | rich
1063,Can you recommend a good place to eat nearby?,books,news,neutral,technical,45,9,9,4,1,TRUE,255.4992,can,1,to eat,1,place to eat,1,you recommend a good,can you recommend a good,can you,can you recommend,can | you | recommend | a | good | place | to | eat | nearby
1064,This burger is one of the best I have ever had.,gaming,academic,mixed,colloquial,47,11,11,3.27,1,TRUE,44.0699,this,1,the best,1,one of the,1,the best i have,the best i have ever,this burger,this burger is,this | burger | is | one | of | the | best | i | have | ever | had
1065,The dessert menu looks absolutely delicious.,fashion,casual_chat,positive,academic,44,6,6,6.33,1,TRUE,310.979,the,1,absolutely delicious,1,looks absolutely delicious,1,the dessert menu looks,dessert menu looks absolutely delicious,the dessert,the dessert menu,the | dessert | menu | looks | absolutely | delicious
1066,Fresh vegetables make every meal taste better.,weather,e-commerce,negative,formal,46,7,7,5.57,1,FALSE,175.7257,fresh,1,vegetables make,1,meal taste better,1,make every meal taste,vegetables make every meal taste,fresh vegetables,fresh vegetables make,fresh | vegetables | make | every | meal | taste | better
1067,I am trying a new recipe for dinner tonight.,food,healthcare,neutral,informal,44,9,9,3.89,1,TRUE,270.3786,i,1,recipe for,1,i am trying,1,i am trying a,new recipe for dinner tonight,i am,i am trying,i | am | trying | a | new | recipe | for | dinner | tonight
1068,The sushi was fresh and expertly prepared. Really.,travel,legal,mixed,technical,50,8,8,5.12,1,TRUE,96.79,the,1,prepared really,1,sushi was fresh,1,sushi was fresh and,the sushi was fresh and,the sushi,the sushi was,the | sushi | was | fresh | and | expertly | prepared | really
1069,Cooking at home saves both time and money.,technology,finance,positive,colloquial,42,8,8,4.25,1,FALSE,236.9846,cooking,1,saves both,1,at home saves,1,cooking at home saves,cooking at home saves both,cooking at,cooking at home,cooking | at | home | saves | both | time | and | money
1070,The bakery opens early every morning.,sports,entertainment,negative,academic,37,6,6,5.17,1,TRUE,38.6525,the,1,early every,1,early every morning,1,opens early every morning,bakery opens early every morning,the bakery,the bakery opens,the | bakery | opens | early | every | morning
1071,Artificial intelligence is transforming every industry.,health,customer_service,neutral,formal,55,6,6,8.17,1,TRUE,269.1848,artificial,1,intelligence is,1,artificial intelligence is,1,artificial intelligence is transforming,artificial intelligence is transforming every,artificial intelligence,artificial intelligence is,artificial | intelligence | is | transforming | every | industry
1072,The new smartphone has impressive camera features.,education,social_media,mixed,informal,50,7,7,6.14,1,TRUE,232.0476,the,1,the new,1,has impressive camera,1,the new smartphone has,new smartphone has impressive camera,the new,the new smartphone,the | new | smartphone | has | impressive | camera | features
1073,Cloud computing enables scalable infrastructure solutions.,business,news,positive,technical,58,6,6,8.67,1,FALSE,332.9843,cloud,1,scalable infrastructure,1,enables scalable infrastructure,1,enables scalable infrastructure solutions,cloud computing enables scalable infrastructure,cloud computing,cloud computing enables,cloud | computing | enables | scalable | infrastructure | solutions
1074,Machine learning models require large training datasets.,science,academic,negative,colloquial,56,7,7,7,1,FALSE,46.7475,machine,1,models require,1,large training datasets,1,machine learning models require,models require large training datasets,machine learning,machine learning models,machine | learning | models | require | large | training | datasets
1075,Natural language processing has advanced rapidly.,politics,casual_chat,neutral,academic,49,6,6,7.17,1,FALSE,58.4655,natural,1,processing has,1,natural language processing,1,natural language processing has,natural language processing has advanced,natural language,natural language processing,natural | language | processing | has | advanced | rapidly
1076,Cybersecurity threats are increasingly sophisticated.,music,e-commerce,mixed,formal,53,5,5,9.6,1,TRUE,93.3854,cybersecurity,1,threats are,1,are increasingly sophisticated,1,threats are increasingly sophisticated,cybersecurity threats are increasingly sophisticated,cybersecurity threats,cybersecurity threats are,cybersecurity | threats | are | increasingly | sophisticated
1077,The software update fixed several critical bugs.,movies,healthcare,positive,informal,48,7,7,5.86,1,TRUE,304.6939,the,1,critical bugs,1,software update fixed,1,software update fixed several,update fixed several critical bugs,the software,the software update,the | software | update | fixed | several | critical | bugs
1078,Data privacy regulations are becoming more strict.,books,legal,negative,technical,50,7,7,6.14,1,TRUE,194.3138,data,1,are becoming,1,data privacy regulations,1,regulations are becoming more,regulations are becoming more strict,data privacy,data privacy regulations,data | privacy | regulations | are | becoming | more | strict
1079,Blockchain technology offers transparent transactions. Truly.,gaming,finance,neutral,colloquial,61,6,6,9,1,FALSE,211.7833,blockchain,1,blockchain technology,1,technology offers transparent,1,blockchain technology offers transparent,technology offers transparent transactions truly,blockchain technology,blockchain technology offers,blockchain | technology | offers | transparent | transactions | truly
1080,Electric vehicles are gaining mainstream acceptance.,fashion,entertainment,mixed,academic,52,6,6,7.67,1,TRUE,229.0309,electric,1,vehicles are,1,gaining mainstream acceptance,1,vehicles are gaining mainstream,vehicles are gaining mainstream acceptance,electric vehicles,electric vehicles are,electric | vehicles | are | gaining | mainstream | acceptance
1081,Paris is one of the most beautiful cities in the world.,weather,customer_service,positive,formal,55,11,10,4,0.9091,TRUE,260.6315,paris,1,most beautiful,1,most beautiful cities,1,beautiful cities in the,beautiful cities in the world,paris is,paris is one,paris | is | one | of | the | most | beautiful | cities | in | the | world
1082,The flight was delayed by two hours.,food,social_media,negative,informal,36,7,7,4.14,1,TRUE,227.338,the,1,two hours,1,was delayed by,1,flight was delayed by,was delayed by two hours,the flight,the flight was,the | flight | was | delayed | by | two | hours
1083,Booking early often results in cheaper tickets.,travel,news,neutral,technical,47,7,7,5.71,1,TRUE,385.4277,booking,1,results in,1,in cheaper tickets,1,often results in cheaper,early often results in cheaper,booking early,booking early often,booking | early | often | results | in | cheaper | tickets
1084,Local cuisine is the best part of traveling.,technology,academic,mixed,colloquial,44,8,8,4.5,1,TRUE,393.5235,local,1,the best,1,the best part,1,local cuisine is the,local cuisine is the best,local cuisine,local cuisine is,local | cuisine | is | the | best | part | of | traveling
1085,The hotel offered stunning views of the ocean.,sports,casual_chat,positive,academic,46,8,7,4.75,0.875,TRUE,397.4966,the,2,views of,1,the hotel offered,1,views of the ocean,hotel offered stunning views of,the hotel,the hotel offered,the | hotel | offered | stunning | views | of | the | ocean
1086,Traveling solo can be an enriching experience.,health,e-commerce,negative,formal,46,7,7,5.57,1,FALSE,101.6327,traveling,1,can be,1,traveling solo can,1,can be an enriching,traveling solo can be an,traveling solo,traveling solo can,traveling | solo | can | be | an | enriching | experience
1087,The train journey through the mountains was breathtaking.,education,healthcare,neutral,informal,57,8,7,6.12,0.875,TRUE,55.8291,the,2,journey through,1,the train journey,1,journey through the mountains,train journey through the mountains,the train,the train journey,the | train | journey | through | the | mountains | was | breathtaking
1088,Make sure to carry your passport at all times.,business,legal,mixed,technical,46,9,9,4.11,1,TRUE,120.6955,make,1,all times,1,to carry your,1,sure to carry your,sure to carry your passport,make sure,make sure to,make | sure | to | carry | your | passport | at | all | times
1089,Exploring new cultures broadens your perspective.,science,finance,positive,colloquial,49,6,6,7.17,1,FALSE,328.2082,exploring,1,your perspective,1,new cultures broadens,1,exploring new cultures broadens,new cultures broadens your perspective,exploring new,exploring new cultures,exploring | new | cultures | broadens | your | perspective
1090,The airport was very busy during the holiday season. Really.,politics,entertainment,negative,academic,60,10,9,4.9,0.9,TRUE,294.9606,the,2,the holiday,1,very busy during,1,during the holiday season,the airport was very busy,the airport,the airport was,the | airport | was | very | busy | during | the | holiday | season | really
1091,Regular exercise improves both physical and mental health.,music,customer_service,neutral,formal,58,8,8,6.25,1,FALSE,333.768,regular,1,mental health,1,both physical and,1,exercise improves both physical,both physical and mental health,regular exercise,regular exercise improves,regular | exercise | improves | both | physical | and | mental | health
1092,A balanced diet is essential for overall wellbeing.,movies,social_media,mixed,informal,51,8,8,5.38,1,TRUE,246.1879,a,1,for overall,1,for overall wellbeing,1,essential for overall wellbeing,a balanced diet is essential,a balanced,a balanced diet,a | balanced | diet | is | essential | for | overall | wellbeing
1093,Getting enough sleep is crucial for productivity.,books,news,positive,technical,49,7,7,6,1,TRUE,316.4463,getting,1,sleep is,1,getting enough sleep,1,is crucial for productivity,getting enough sleep is crucial,getting enough,getting enough sleep,getting | enough | sleep | is | crucial | for | productivity
1094,Stress management techniques can improve quality of life.,gaming,academic,negative,colloquial,57,8,8,6.12,1,TRUE,178.2783,stress,1,of life,1,techniques can improve,1,techniques can improve quality,can improve quality of life,stress management,stress management techniques,stress | management | techniques | can | improve | quality | of | life
1095,Annual medical checkups help detect problems early.,fashion,casual_chat,neutral,academic,51,7,7,6.29,1,FALSE,315.4191,annual,1,annual medical,1,medical checkups help,1,annual medical checkups help,checkups help detect problems early,annual medical,annual medical checkups,annual | medical | checkups | help | detect | problems | early
1096,Staying hydrated throughout the day is very important.,weather,e-commerce,mixed,formal,54,8,8,5.75,1,TRUE,141.3403,staying,1,the day,1,staying hydrated throughout,1,throughout the day is,staying hydrated throughout the day,staying hydrated,staying hydrated throughout,staying | hydrated | throughout | the | day | is | very | important
1097,Mental health awareness has increased significantly.,food,healthcare,positive,informal,52,6,6,7.67,1,FALSE,78.215,mental,1,increased significantly,1,health awareness has,1,health awareness has increased,mental health awareness has increased,mental health,mental health awareness,mental | health | awareness | has | increased | significantly
1098,Vaccines are an effective tool against disease.,travel,legal,negative,technical,47,7,7,5.71,1,TRUE,238.5968,vaccines,1,against disease,1,effective tool against,1,effective tool against disease,an effective tool against disease,vaccines are,vaccines are an,vaccines | are | an | effective | tool | against | disease
1099,Yoga and meditation reduce anxiety levels.,technology,finance,neutral,colloquial,42,6,6,6,1,FALSE,318.82,yoga,1,yoga and,1,and meditation reduce,1,and meditation reduce anxiety,and meditation reduce anxiety levels,yoga and,yoga and meditation,yoga | and | meditation | reduce | anxiety | levels
1100,Chronic conditions require consistent medical management.,sports,entertainment,mixed,academic,57,6,6,8.5,1,FALSE,200.8248,chronic,1,conditions require,1,conditions require consistent,1,conditions require consistent medical,chronic conditions require consistent medical,chronic conditions,chronic conditions require,chronic | conditions | require | consistent | medical | management
1101,The team won the championship after a thrilling match. Really.,health,customer_service,positive,formal,62,10,9,5.1,0.9,TRUE,171.4403,the,2,match really,1,a thrilling match,1,won the championship after,the team won the championship,the team,the team won,the | team | won | the | championship | after | a | thrilling | match | really
1102,He scored three goals in the final quarter.,education,social_media,negative,informal,43,8,8,4.38,1,TRUE,202.7506,he,1,goals in,1,the final quarter,1,scored three goals in,scored three goals in the,he scored,he scored three,he | scored | three | goals | in | the | final | quarter
1103,Training every day builds strength and endurance.,business,news,neutral,technical,49,7,7,6,1,FALSE,237.1057,training,1,every day,1,builds strength and,1,builds strength and endurance,day builds strength and endurance,training every,training every day,training | every | day | builds | strength | and | endurance
1104,The athlete broke the world record by two seconds.,science,academic,mixed,colloquial,50,9,8,4.56,0.8889,TRUE,315.1733,the,2,the world,1,athlete broke the,1,the athlete broke the,broke the world record by,the athlete,the athlete broke,the | athlete | broke | the | world | record | by | two | seconds
1105,Teamwork is the foundation of any winning strategy.,politics,casual_chat,positive,academic,51,8,8,5.38,1,TRUE,62.7614,teamwork,1,the foundation,1,any winning strategy,1,of any winning strategy,teamwork is the foundation of,teamwork is,teamwork is the,teamwork | is | the | foundation | of | any | winning | strategy
1106,The stadium was packed with enthusiastic supporters.,music,e-commerce,negative,formal,52,7,7,6.43,1,TRUE,92.3861,the,1,packed with,1,packed with enthusiastic,1,was packed with enthusiastic,stadium was packed with enthusiastic,the stadium,the stadium was,the | stadium | was | packed | with | enthusiastic | supporters
1107,She dominated a tennis tournament from start to finish.,movies,healthcare,neutral,informal,55,9,9,5.11,1,TRUE,312.4789,she,1,from start,1,tournament from start,1,from start to finish,she dominated a tennis tournament,she dominated,she dominated a,she | dominated | a | tennis | tournament | from | start | to | finish
1108,Injuries are an unfortunate part of professional sports.,books,legal,mixed,technical,56,8,8,6,1,TRUE,256.8092,injuries,1,are an,1,an unfortunate part,1,part of professional sports,unfortunate part of professional sports,injuries are,injuries are an,injuries | are | an | unfortunate | part | of | professional | sports
1109,The coach made a key substitution at halftime.,gaming,finance,positive,colloquial,46,8,8,4.75,1,TRUE,280.4365,the,1,a key,1,the coach made,1,coach made a key,coach made a key substitution,the coach,the coach made,the | coach | made | a | key | substitution | at | halftime
1110,Sportsmanship is as important as winning the game.,fashion,entertainment,negative,academic,50,8,7,5.25,0.875,TRUE,301.041,sportsmanship,1,is as,1,winning the game,1,sportsmanship is as important,sportsmanship is as important as,sportsmanship is,sportsmanship is as,sportsmanship | is | as | important | as | winning | the | game
1111,Reading regularly expands vocabulary and knowledge.,weather,customer_service,neutral,formal,51,6,6,7.5,1,FALSE,150.4431,reading,1,regularly expands,1,regularly expands vocabulary,1,regularly expands vocabulary and,reading regularly expands vocabulary and,reading regularly,reading regularly expands,reading | regularly | expands | vocabulary | and | knowledge
1112,Online learning has made education more accessible. Really.,food,social_media,mixed,informal,59,8,8,6.25,1,FALSE,146.1132,online,1,has made,1,made education more,1,made education more accessible,online learning has made education,online learning,online learning has,online | learning | has | made | education | more | accessible | really
1113,Critical thinking skills are essential in modern careers.,travel,news,positive,technical,57,8,8,6.12,1,TRUE,227.6412,critical,1,in modern,1,essential in modern,1,thinking skills are essential,thinking skills are essential in,critical thinking,critical thinking skills,critical | thinking | skills | are | essential | in | modern | careers
1114,Students should practice active recall when studying.,technology,academic,negative,colloquial,53,7,7,6.57,1,FALSE,297.371,students,1,practice active,1,recall when studying,1,active recall when studying,practice active recall when studying,students should,students should practice,students | should | practice | active | recall | when | studying
1115,The teacher explained the concept with clear examples.,sports,casual_chat,neutral,academic,54,8,7,5.75,0.875,TRUE,241.5419,the,2,teacher explained,1,with clear examples,1,the teacher explained the,the concept with clear examples,the teacher,the teacher explained,the | teacher | explained | the | concept | with | clear | examples
1116,Higher education opens many career opportunities.,health,e-commerce,mixed,formal,49,6,6,7.17,1,FALSE,42.8418,higher,1,career opportunities,1,higher education opens,1,education opens many career,higher education opens many career,higher education,higher education opens,higher | education | opens | many | career | opportunities
1117,Lifelong learning keeps the mind sharp and active.,education,healthcare,positive,informal,50,8,8,5.25,1,TRUE,40.1724,lifelong,1,learning keeps,1,sharp and active,1,mind sharp and active,keeps the mind sharp and,lifelong learning,lifelong learning keeps,lifelong | learning | keeps | the | mind | sharp | and | active
1118,Collaborative projects teach valuable teamwork skills.,business,legal,negative,technical,54,6,6,8,1,FALSE,271.933,collaborative,1,collaborative projects,1,collaborative projects teach,1,projects teach valuable teamwork,projects teach valuable teamwork skills,collaborative projects,collaborative projects teach,collaborative | projects | teach | valuable | teamwork | skills
1119,Feedback from peers can improve academic performance.,science,finance,neutral,colloquial,53,7,7,6.57,1,FALSE,131.1483,feedback,1,academic performance,1,peers can improve,1,feedback from peers can,feedback from peers can improve,feedback from,feedback from peers,feedback | from | peers | can | improve | academic | performance
1120,Understanding the fundamentals helps with advanced topics.,politics,entertainment,mixed,academic,58,7,7,7.29,1,TRUE,213.2453,understanding,1,advanced topics,1,helps with advanced,1,the fundamentals helps with,the fundamentals helps with advanced,understanding the,understanding the fundamentals,understanding | the | fundamentals | helps | with | advanced | topics
1121,The company reported record profits this quarter.,music,customer_service,positive,formal,49,7,7,6,1,TRUE,349.3736,the,1,this quarter,1,the company reported,1,reported record profits this,company reported record profits this,the company,the company reported,the | company | reported | record | profits | this | quarter
1122,Customer satisfaction drives long-term business success.,movies,social_media,negative,informal,56,7,7,7,1,FALSE,210.2473,customer,1,term business,1,customer satisfaction drives,1,satisfaction drives long term,customer satisfaction drives long term,customer satisfaction,customer satisfaction drives,customer | satisfaction | drives | long | term | business | success
1123,Startups often struggle with early-stage funding. Truly.,books,news,neutral,technical,56,8,8,5.88,1,FALSE,114.009,startups,1,early stage,1,stage funding truly,1,startups often struggle with,startups often struggle with early,startups often,startups often struggle,startups | often | struggle | with | early | stage | funding | truly
1124,Market analysis is critical before launching a product.,gaming,academic,mixed,colloquial,55,8,8,5.88,1,TRUE,169.4919,market,1,before launching,1,is critical before,1,is critical before launching,critical before launching a product,market analysis,market analysis is,market | analysis | is | critical | before | launching | a | product
1125,Effective leadership motivates teams to perform better.,fashion,casual_chat,positive,academic,55,7,7,6.86,1,TRUE,153.727,effective,1,leadership motivates,1,effective leadership motivates,1,motivates teams to perform,motivates teams to perform better,effective leadership,effective leadership motivates,effective | leadership | motivates | teams | to | perform | better
1126,Supply chain disruptions affected global markets.,weather,e-commerce,negative,formal,49,6,6,7.17,1,FALSE,328.5193,supply,1,disruptions affected,1,chain disruptions affected,1,disruptions affected global markets,chain disruptions affected global markets,supply chain,supply chain disruptions,supply | chain | disruptions | affected | global | markets
1127,The merger was approved by regulatory authorities.,food,healthcare,neutral,informal,50,7,7,6.14,1,TRUE,378.7719,the,1,regulatory authorities,1,was approved by,1,approved by regulatory authorities,the merger was approved by,the merger,the merger was,the | merger | was | approved | by | regulatory | authorities
1128,Digital marketing has replaced traditional advertising.,travel,legal,mixed,technical,55,6,6,8.17,1,FALSE,360.9266,digital,1,has replaced,1,marketing has replaced,1,digital marketing has replaced,marketing has replaced traditional advertising,digital marketing,digital marketing has,digital | marketing | has | replaced | traditional | advertising
1129,Employee retention reduces costly hiring cycles.,technology,finance,positive,colloquial,48,6,6,7,1,FALSE,217.8728,employee,1,retention reduces,1,employee retention reduces,1,reduces costly hiring cycles,retention reduces costly hiring cycles,employee retention,employee retention reduces,employee | retention | reduces | costly | hiring | cycles
1130,Investors are looking for sustainable business models.,sports,entertainment,negative,academic,54,7,7,6.71,1,TRUE,111.3371,investors,1,business models,1,sustainable business models,1,are looking for sustainable,are looking for sustainable business,investors are,investors are looking,investors | are | looking | for | sustainable | business | models
1131,The experiment yielded surprising and significant results.,health,customer_service,neutral,formal,58,7,7,7.29,1,TRUE,145.1282,the,1,experiment yielded,1,surprising and significant,1,yielded surprising and significant,yielded surprising and significant results,the experiment,the experiment yielded,the | experiment | yielded | surprising | and | significant | results
1132,Peer review ensures the integrity of scientific research.,education,social_media,mixed,informal,57,8,8,6.12,1,TRUE,240.7917,peer,1,integrity of,1,review ensures the,1,review ensures the integrity,review ensures the integrity of,peer review,peer review ensures,peer | review | ensures | the | integrity | of | scientific | research
1133,Climate change is supported by overwhelming evidence.,business,news,positive,technical,53,7,7,6.57,1,TRUE,281.6422,climate,1,overwhelming evidence,1,change is supported,1,change is supported by,change is supported by overwhelming,climate change,climate change is,climate | change | is | supported | by | overwhelming | evidence
