ID,Intent,User_Message,Bot_Response
378,feeling_sad,feeling lonely,"That sounds really tough. Remember, this too shall pass."
202,laugh,hehehehe,Lol I know right!
505,work_study,assignment due,"Take a break, you deserve it!"
932,confusion,come again,I'll break it down for you!
414,feeling_happy,im thriving,Yay! You deserve all the happiness! ❤️
894,birthday_celebration,congrats,Happy Birthday! 🎂🎉 Have an amazing day!
206,laugh,i cant stop laughing,😂 it's too good!
397,feeling_sad,im stressed out,Sending you a big hug! 🤗 You're stronger than you think.
676,agreement,of course,Exactly! That's what I was thinking!
996,sharing_news,big news,I'm listening! Don't keep me waiting! 😱
364,feeling_sad,im sad,Take a deep breath. I'm here if you need to vent.
440,movie_show,binge watching anything,What genre are you in the mood for? 🎬
917,confusion,elaborate please,"My bad, let me rephrase that!"
436,movie_show,have you seen the new movie,What genre are you in the mood for? 🎬
964,insult_tease,shut up,Ouch! That hurts! Just kidding 😂
672,agreement,yep,Exactly! That's what I was thinking!
256,ask_plans,anything interesting going on,Working on some stuff. What's up?
838,photo_selfie,editing photos,Send it! I'm curious!
779,gaming,gta,Gaming all night let's do it! 🎮🔥
1027,late_reply,phone was on silent,Haha it's fine! We've all been there!
111,goodbye,peace,Bye bye! Take care of yourself!
841,sports,what a game,What a match that was! 🏏
145,thanks,thanks a ton,Glad I could help!
689,agreement,you're right,Awesome! 👍
842,sports,we won,So exciting! Tell me about it!
374,feeling_sad,everything is going wrong,"Hey, I'm here for you. Want to talk about it? ❤️"
246,ask_plans,plans for the weekend,"Not much, pretty free actually!"
810,photo_selfie,new profile pic,You're so photogenic! 😍
287,food,breakfast done,Coffee sounds perfect right now ☕
1018,late_reply,replying late,Haha it's fine! We've all been there!
52,greeting,hello all,Yo! What's good?
17,greeting,hey buddy,Hello! How's it going?
786,gaming,new game released,GG! Well played! 🏆
726,disagreement,fake news,"Alright, I respect your view!"
404,feeling_happy,im on top of the world,That's amazing! So happy for you! 🎉
274,food,pizza or burger,Let's order something! What are you in the mood for?
690,agreement,makes sense,Exactly! That's what I was thinking!
897,birthday_celebration,we should party,Congratulations! You deserve to celebrate! 🎊
737,disagreement,no chance,Let's talk about it more!
623,relationship,crush on someone,Aww I miss you too! ❤️
727,disagreement,i beg to differ,"Alright, I respect your view!"
521,work_study,college is stressful,"Take a break, you deserve it!"
883,birthday_celebration,lets celebrate,Wishing you the best! 🎉❤️
304,weather,nice weather,Yeah it's insane! Stay hydrated! 💧
363,compliment,hottie,Thank you! You're not so bad yourself 😉
1024,late_reply,was away from phone,It's all good! I understand!
219,laugh,that killed me,😂 it's too good!
509,work_study,hate my job,"Work hard now, party later! 😎"
518,work_study,looking for a new job,That's amazing! Hard work pays off! 🎉
857,sports,going to play,That was an insane game!
1000,sharing_news,plot twist,No way! What happened?!
990,sharing_news,you wont believe this,No way! What happened?!
889,birthday_celebration,invited to a party,Party time! Let's celebrate! 🥳
432,movie_show,watched any good movies,I've been binge watching too lol!
896,birthday_celebration,celebration time,Congratulations! You deserve to celebrate! 🎊
613,relationship,thinking about you,Love you more! 😘
382,feeling_sad,feeling anxious,"Hey, I'm here for you. Want to talk about it? ❤️"
1038,late_reply,just read your message,No worries! Better late than never! 😊
121,goodbye,farewell,See you later! 👋
912,confusion,explain,Basically what I meant was...
554,travel,packing my bags,I need a vacation too! Let's plan something!
589,health_fitness,my back hurts,Take care of yourself! Health comes first! 🏥
914,confusion,im lost,"My bad, let me rephrase that!"
267,food,want to eat something,I'm hungry too! Pizza? 🍕
541,travel,beach or mountains,That sounds amazing! Tell me more!
155,thanks,thanks for that,Happy to help!
767,help_request,can you help me,Always! Tell me what's going on.
39,greeting,howdy,Hey hey! How are things?
852,sports,practice today,What a match that was! 🏏
450,movie_show,just finished a series,Movie night sounds perfect! 🍿
954,insult_tease,get lost,"You don't really mean that, do you? 😜"
938,confusion,what,"Sorry, let me clarify!"
103,goodbye,sweet dreams,Talk to you soon!
377,feeling_sad,im so tired of this,I care about you. Let me know how I can help. ❤️
336,compliment,you're handsome,Aww thank you so much! 😊
709,disagreement,i disagree,Let's talk about it more!
911,confusion,i dont understand,"Sorry, let me clarify!"
657,money,expensive af,Payday can't come soon enough!
751,help_request,can i ask you something,Always! Tell me what's going on.
113,goodbye,im out,Talk to you soon!
449,movie_show,popcorn time,Movie night sounds perfect! 🍿
66,how_are_you,everything good,"I'm fine, thanks! And you?"
693,agreement,fr fr,Perfect!
9,greeting,sup,Hello! How's it going?
823,photo_selfie,look at this sunset pic,You're so photogenic! 😍
314,weather,the weather is crazy,Perfect weather for staying in bed lol
323,weather,what's the weather like,Yeah it's insane! Stay hydrated! 💧
882,birthday_celebration,celebration time,Wishing you the best! 🎉❤️
112,goodbye,peace out,Goodbye! Have a great day!
222,laugh,that's funny,Lmaooo I can't either 😂
840,sports,did you watch the match,Let's gooo! What a win! 🎉
553,travel,backpacking sounds fun,Beach all the way! 🏖️
221,laugh,i cant stop laughing,Lmaooo I can't either 😂
454,movie_show,what should i watch,Movie night sounds perfect! 🍿
489,music,love this song,I've been listening to some great stuff lately! What genre do you like?
430,feeling_happy,i am so happy,That's the spirit! Keep shining! ✨
464,movie_show,binge watching anything,Netflix has some amazing new stuff! Let me send you some suggestions.
684,agreement,right,Glad you think so too!
427,feeling_happy,grateful,That's the spirit! Keep shining! ✨
552,travel,where should we go,Traveling is the best! Where to next?
413,feeling_happy,something amazing happened,That's amazing! So happy for you! 🎉
1037,late_reply,was away from phone,No worries! Better late than never! 😊
511,work_study,been working all day,I believe in you! You can do it!
448,movie_show,movie night,Netflix has some amazing new stuff! Let me send you some suggestions.
385,feeling_sad,things are not good,"Hey, I'm here for you. Want to talk about it? ❤️"
1036,late_reply,my bad for replying late,No problem! You're here now!
793,gaming,wanna play,I'm down! Send the invite!
519,work_study,interview tomorrow,"Work hard now, party later! 😎"
550,travel,lets plan a weekend getaway,Beach all the way! 🏖️
204,laugh,thats hilarious,Haha right?!
137,thanks,thanks man,No problem at all!
296,weather,its so hot,The weather has been so unpredictable lately!
797,gaming,esports,GG! Well played! 🏆
282,food,khana kha liya,Let's order something! What are you in the mood for?
854,sports,lets play football,Let's play! I'm ready! ⚽
691,agreement,facts,Exactly! That's what I was thinking!
860,sports,world cup,Let's play! I'm ready! ⚽
702,agreement,yep,Glad you think so too!
778,gaming,valorant,Let's gooo! I'm in! 🎮
1009,sharing_news,newsflash,This better be good! What's the news?
923,confusion,clarify please,Let me explain it better!
523,work_study,skipping class today,"Don't stress too much, it'll work out!"
635,relationship,cant live without you,That's so romantic!
501,work_study,work is killing me,"Work hard now, party later! 😎"
310,weather,its freezing outside,Yeah it's insane! Stay hydrated! 💧
574,health_fitness,got a cold,Take care of yourself! Health comes first! 🏥
1039,late_reply,internet was down,Haha it's fine! We've all been there!
354,compliment,cutie,You're too kind! ❤️
619,relationship,dating someone new,Love you more! 😘
499,music,love this song,That song is a banger! 🔥
452,movie_show,any good shows on netflix,"Ooh yes! I just watched something great, let me think..."
465,movie_show,worst movie ever,What genre are you in the mood for? 🎬
442,movie_show,worst movie ever,What genre are you in the mood for? 🎬
262,food,im hungry,I'm hungry too! Pizza? 🍕
987,sharing_news,wait till you hear this,This better be good! What's the news?
753,help_request,quick question,Sure thing! What's the question?
475,music,put on some music,That song is a banger! 🔥
337,compliment,so pretty,Aww you're so sweet! Thank you!
226,laugh,hahaha,😂 it's too good!
89,goodbye,goodbye,See ya! Stay safe!
199,laugh,😂,😂😂 glad you found that funny!
317,weather,i love this weather,I know right! The weather is crazy today!
790,gaming,minecraft,Let's gooo! I'm in! 🎮
942,insult_tease,youre dumb,"Hey, that's not nice! 😅"
330,compliment,you look great,Thank you! You're not so bad yourself 😉
1,greeting,hey,Hey hey! How are things?
37,greeting,heya,Hi there! What's up?
965,insult_tease,cringe,Ouch! That hurts! Just kidding 😂
539,travel,any travel suggestions,Where are you thinking of going? I'm in! 🌍
543,travel,just came back from a trip,Road trip! Let's do it! 🚗
76,how_are_you,u alright,Can't complain! You?
159,thanks,thanks,Anytime!
700,agreement,same,Perfect!
848,sports,world cup,So exciting! Tell me about it!
940,confusion,what are you talking about,I'll break it down for you!
986,sharing_news,crazy story,OMG what?! Tell me everything! 👀
1002,sharing_news,plot twist,You've got my full attention! Tell me!
551,travel,backpacking sounds fun,Where are you thinking of going? I'm in! 🌍
750,help_request,assist me,Ask away! I'll do my best to help.
788,gaming,gaming all night,Gaming time! What are we playing?
749,help_request,guide me,Ask away! I'll do my best to help.
395,feeling_sad,feeling low,"That sounds really tough. Remember, this too shall pass."
124,goodbye,sleep well,Talk to you soon!
595,health_fitness,allergies acting up,Proud of you for staying healthy!
146,thanks,thanks a bunch,Glad I could help!
54,how_are_you,how are you,Pretty good! How about you?
352,compliment,such a good person,That made my day! Thanks! 🥰
467,music,song recommendations,I've been listening to some great stuff lately! What genre do you like?
496,music,song recommendations,Let me send you my playlist! You'll love it.
625,relationship,you mean the world to me,Relationships can be tough. Sending you love!
967,insult_tease,weirdo,"Alright alright, I'll behave! 😇"
679,agreement,totally,Perfect!
101,goodbye,night,See you later! 👋
392,feeling_sad,worst day ever,I care about you. Let me know how I can help. ❤️
995,sharing_news,major announcement,Spill the tea! I'm all ears! ☕
969,insult_tease,i dont care,"You don't really mean that, do you? 😜"
198,laugh,rofl,Hahaha glad you liked it!
153,thanks,grateful,Don't mention it!
161,sorry,im sorry,No problem! It happens.
265,food,starving,I'm hungry too! Pizza? 🍕
591,health_fitness,i have a headache,Don't push yourself too hard. Rest is important too!
341,compliment,you look stunning,That made my day! Thanks! 🥰
904,birthday_celebration,birthday plans,Let's make it memorable! 🎈
875,birthday_celebration,its my birthday,Wishing you the best! 🎉❤️
728,disagreement,i dont think so,"Hmm okay, let's agree to disagree then! 😅"
14,greeting,hi there,Hello! How's it going?
760,help_request,i need help,Always! Tell me what's going on.
561,travel,road trip,Where are you thinking of going? I'm in! 🌍
826,photo_selfie,selfie time,Love a good photo! Share it!
201,laugh,hehe,Haha right?!
991,sharing_news,omg listen to this,OMG what?! Tell me everything! 👀
25,greeting,gm,Hi there! What's up?
573,health_fitness,not feeling well,Drink lots of water and rest!
468,music,suggest a song,Share the song! I want to hear it too!
703,agreement,same,Right?! I knew you'd agree!
40,greeting,greetings,Hey hey! How are things?
369,feeling_sad,having a bad day,"I'm sorry you're going through this. It will get better, I promise."
433,movie_show,any movie recommendations,"Ooh yes! I just watched something great, let me think..."
804,gaming,what games do you play,Gaming time! What are we playing?
604,relationship,wish you were here,That's exciting! Tell me everything!
879,birthday_celebration,birthday tomorrow,Congratulations! You deserve to celebrate! 🎊
858,sports,lets play football,Let's gooo! What a win! 🎉
426,feeling_happy,everything is perfect,That's wonderful news! Tell me more!
3,greeting,hello,Hello! How's it going?
28,greeting,hey how are you,Hey! How are you?
661,money,no money,Money comes and goes. Don't stress too much!
355,compliment,killing it,Thank you! You're not so bad yourself 😉
835,photo_selfie,insta worthy,I bet it looks amazing!
495,music,have you heard this song,Share the song! I want to hear it too!
1030,late_reply,replying late,No problem! You're here now!
79,how_are_you,how do you do,Doing well! How's your day going?
376,feeling_sad,nothing is working out,I care about you. Let me know how I can help. ❤️
798,gaming,wanna play,Gaming all night let's do it! 🎮🔥
189,sorry,i am sorry,No stress! Everything's cool.
191,sorry,please forgive me,No problem! It happens.
648,money,lend me some money,Same here! Let's be broke together lol
302,weather,heavy rain,I know right! The weather is crazy today!
398,feeling_happy,im so happy,Yay! You deserve all the happiness! ❤️
242,ask_plans,are you free,"Nothing much, just chilling at home. You?"
933,confusion,i dont understand,Okay so here's the thing...
564,travel,packing my bags,Beach all the way! 🏖️
179,sorry,sorry to bother you,"It's okay, don't worry about it!"
110,goodbye,cya,Goodbye! Have a great day!
259,ask_plans,doing anything today,Working on some stuff. What's up?
207,laugh,dead 💀,Haha right?!
1028,late_reply,just saw this,No worries! Better late than never! 😊
877,birthday_celebration,birthday plans,Wishing you the best! 🎉❤️
811,photo_selfie,insta worthy,You're so photogenic! 😍
710,disagreement,thats not right,"Alright, I respect your view!"
629,relationship,ilu,You're so sweet! ❤️
492,music,this song is fire,I've been listening to some great stuff lately! What genre do you like?
249,ask_plans,what's the plan,I'm free! Want to hang out?
233,ask_plans,any plans,Just binge watching Netflix lol. You?
209,laugh,you're so funny,Lol I know right!
973,insult_tease,thats cringe,"You don't really mean that, do you? 😜"
297,weather,its too hot,Yeah it's insane! Stay hydrated! 💧
1026,late_reply,internet was down,All good! Life happens!
612,relationship,cant live without you,That's exciting! Tell me everything!
437,movie_show,lets watch a movie,Netflix has some amazing new stuff! Let me send you some suggestions.
899,birthday_celebration,invited to a party,Let's make it memorable! 🎈
109,goodbye,alright bye,Bye! Take care!
674,agreement,ya,Perfect!
58,how_are_you,how are things,"I'm fine, thanks! And you?"
22,greeting,hey dude,Hello! How's it going?
568,health_fitness,started going to the gym,Drink lots of water and rest!
493,music,this song is fire,That song is a banger! 🔥
603,relationship,missing you,Love you more! 😘
659,money,budget tight,I feel you! Money problems are the worst 😩
72,how_are_you,how are you doing today,"I'm fine, thanks! And you?"
1022,late_reply,sorry for the late reply,All good! Life happens!
211,laugh,too funny,Lol I know right!
455,movie_show,just finished a series,"Ooh yes! I just watched something great, let me think..."
504,work_study,exams coming,"Work hard now, party later! 😎"
491,music,put on some music,That song is a banger! 🔥
846,sports,basketball,Let's gooo! What a win! 🎉
770,help_request,need your opinion,Sure thing! What's the question?
976,sharing_news,did you hear,You've got my full attention! Tell me!
885,birthday_celebration,congrats,Happy Birthday! 🎂🎉 Have an amazing day!
149,thanks,you're the best,No problem at all!
301,weather,its pouring,I love this weather tbh! 😍
239,ask_plans,r u busy,Just binge watching Netflix lol. You?
300,weather,its raining,Ugh tell me about it!
963,insult_tease,idiot,Ouch! That hurts! Just kidding 😂
817,photo_selfie,group photo,I bet it looks amazing!
247,ask_plans,what are you doing this weekend,Just relaxing. What about you?
126,thanks,thanks,You're welcome! 😊
1019,late_reply,was away from phone,No problem! You're here now!
782,gaming,im gaming right now,Nice! What game?
319,weather,winter is coming,Ugh tell me about it!
985,sharing_news,so this happened,OMG what?! Tell me everything! 👀
809,photo_selfie,check out this pic,I bet it looks amazing!
1031,late_reply,sorry i missed this,Haha it's fine! We've all been there!
636,money,im broke,Money comes and goes. Don't stress too much!
203,laugh,that's funny,😂😂 glad you found that funny!
931,confusion,what do you mean,I'll break it down for you!
723,disagreement,lies,Let's talk about it more!
524,work_study,meeting in 5 minutes,That's amazing! Hard work pays off! 🎉
850,sports,best player ever,What a match that was! 🏏
736,disagreement,fake news,"Hmm okay, let's agree to disagree then! 😅"
892,birthday_celebration,birthday tomorrow,Party time! Let's celebrate! 🥳
667,money,why is everything so expensive,I feel you! Money problems are the worst 😩
353,compliment,you have a great smile,Aww you're so sweet! Thank you!
138,thanks,thanks dear,Don't mention it!
230,ask_plans,whatcha doing,"Not much, pretty free actually!"
637,money,i am broke,Same here! Let's be broke together lol
59,how_are_you,hows it going,Can't complain! You?
714,disagreement,absolutely not,Interesting perspective! Tell me more.
47,greeting,hey sweetie,Hey! How are you?
812,photo_selfie,photoshoot,I bet it looks amazing!
183,sorry,sorry for late reply,No worries at all!
717,disagreement,no chance,"Hmm okay, let's agree to disagree then! 😅"
949,insult_tease,youre boring,Wow rude! 😤 But okay lol
118,goodbye,talk later,Goodbye! Have a great day!
787,gaming,should i buy this game,Gaming all night let's do it! 🎮🔥
818,photo_selfie,filter or no filter,Show me! I want to see! 📸
918,confusion,wdym,Let me explain it better!
368,feeling_sad,not feeling great,"I'm sorry you're going through this. It will get better, I promise."
525,work_study,deadline approaching,"Don't stress too much, it'll work out!"
292,food,what did you have for lunch,Coffee sounds perfect right now ☕
580,health_fitness,stomach ache,Hope you feel better soon! 🤗
992,sharing_news,wait till you hear this,You've got my full attention! Tell me!
856,sports,marathon training,Let's gooo! What a win! 🎉
801,gaming,im gaming right now,I'm down! Send the invite!
576,health_fitness,started a diet,Drink lots of water and rest!
181,sorry,pardon me,No stress! Everything's cool.
135,thanks,thanks buddy,No problem at all!
597,health_fitness,need more sleep,Don't push yourself too hard. Rest is important too!
95,goodbye,ttyl,Talk to you soon!
418,feeling_happy,such a good day,That's amazing! So happy for you! 🎉
309,weather,freezing,Yeah it's insane! Stay hydrated! 💧
49,greeting,salam,Hi there! What's up?
102,goodbye,nighty night,Goodbye! Have a great day!
936,confusion,what,"My bad, let me rephrase that!"
566,travel,where should we go,Beach all the way! 🏖️
380,feeling_sad,i feel empty,"Hey, I'm here for you. Want to talk about it? ❤️"
193,sorry,sorry man,No worries at all!
735,disagreement,thats cap,"Fair enough, everyone has their opinion!"
771,help_request,what do you think,Of course! What do you need? 😊
420,feeling_happy,i am so happy,You deserve it! Congratulations! 🥳
725,disagreement,wrong,Really? Why do you think so?
228,ask_plans,what are you doing,Just relaxing. What about you?
229,ask_plans,what r u doing,I'm free! Want to hang out?
75,how_are_you,you alright,Can't complain! You?
783,gaming,just won a match,Gaming time! What are we playing?
18,greeting,hi bro,Hey hey! How are things?
577,health_fitness,yoga is amazing,Hope you feel better soon! 🤗
806,photo_selfie,send me a pic,Love a good photo! Share it!
943,insult_tease,idiot,Ouch! That hurts! Just kidding 😂
371,feeling_sad,feeling depressed,"I'm sorry you're going through this. It will get better, I promise."
238,ask_plans,are you busy,"Not much, pretty free actually!"
692,agreement,no cap,Awesome! 👍
645,money,saving money,Start saving now! Future you will thank you!
593,health_fitness,started a diet,Don't push yourself too hard. Rest is important too!
548,travel,traveling tomorrow,Beach all the way! 🏖️
545,travel,packing my bags,Road trip! Let's do it! 🚗
476,music,whats your favorite song,Let me send you my playlist! You'll love it.
4,greeting,hii,Hello! How's it going?
874,birthday_celebration,happy birthday,Party time! Let's celebrate! 🥳
290,food,i could really eat right now,I just ate but I could eat again lol
154,thanks,i am grateful,Don't mention it!
225,laugh,thats hilarious,😂😂 glad you found that funny!
12,greeting,whats up,Hi there! What's up?
284,food,i want ice cream,Let's grab some food! Any preferences?
44,greeting,hey babe,Hey hey! How are things?
384,feeling_sad,had a terrible day,Take a deep breath. I'm here if you need to vent.
53,greeting,good day,Yo! What's good?
1015,late_reply,didnt see the notification,Haha it's fine! We've all been there!
435,movie_show,what should i watch,Have you tried watching that new show everyone's talking about?
478,music,this playlist is amazing,Share the song! I want to hear it too!
250,ask_plans,whats the plan,"Just finishing up some work. Why, what's up?"
893,birthday_celebration,birthday tomorrow,Happy Birthday! 🎂🎉 Have an amazing day!
107,goodbye,see you soon,Bye! Take care!
205,laugh,im dying,😂😂 glad you found that funny!
959,insult_tease,who asked,"Hey, that's not nice! 😅"
820,photo_selfie,look at this sunset pic,You're so photogenic! 😍
866,sports,football,That was an insane game!
1023,late_reply,just saw this,No problem! You're here now!
8,greeting,yo,Hi there! What's up?
237,ask_plans,doing anything today,I'm free! Want to hang out?
579,health_fitness,i need to exercise,Hope you feel better soon! 🤗
67,how_are_you,you good,Can't complain! You?
515,work_study,failed the test,That's amazing! Hard work pays off! 🎉
785,gaming,rage quit,Let's gooo! I'm in! 🎮
381,feeling_sad,im not okay,"That sounds really tough. Remember, this too shall pass."
486,music,any new albums,I've been listening to some great stuff lately! What genre do you like?
434,movie_show,suggest a movie,Movie night sounds perfect! 🍿
157,thanks,thanks for helping,You're welcome! Let me know if you need anything else.
90,goodbye,see you,Good night! Sleep well! 😊
754,help_request,need your opinion,Ask away! I'll do my best to help.
529,work_study,so much homework,"Don't stress too much, it'll work out!"
375,feeling_sad,life sucks,"I'm sorry you're going through this. It will get better, I promise."
409,feeling_happy,i got the job,That's the spirit! Keep shining! ✨
217,laugh,rofl,Haha right?!
1007,sharing_news,breaking news,You've got my full attention! Tell me!
55,how_are_you,how r u,"I'm doing great, thanks for asking! What about you?"
74,how_are_you,how's everything,Pretty good! How about you?
803,gaming,pubg,I'm down! Send the invite!
975,insult_tease,youre annoying,"Alright alright, I'll behave! 😇"
87,how_are_you,how's it going,Pretty good! How about you?
888,birthday_celebration,invited to a party,So exciting! Happy celebrations! 🥳
719,disagreement,i beg to differ,Interesting perspective! Tell me more.
473,music,music suggestions please,Music is life! 🎵 What are you in the mood for?
1008,sharing_news,big news,You've got my full attention! Tell me!
802,gaming,just won a match,Nice! What game?
845,sports,football,Let's gooo! What a win! 🎉
1035,late_reply,internet was down,No problem! You're here now!
1011,late_reply,just saw this,All good! Life happens!
670,agreement,yes,Perfect!
822,photo_selfie,new profile pic,Show me! I want to see! 📸
599,health_fitness,gym motivation,Proud of you for staying healthy!
830,photo_selfie,editing photos,I bet it looks amazing!
480,music,i cant stop listening to this,Music is life! 🎵 What are you in the mood for?
773,gaming,lets play,Gaming time! What are we playing?
768,help_request,need your opinion,Always! Tell me what's going on.
408,feeling_happy,yesss,Yay! You deserve all the happiness! ❤️
622,relationship,anniversary coming up,That's exciting! Tell me everything!
143,thanks,thanks for helping,Happy to help!
517,work_study,got promoted,"Don't stress too much, it'll work out!"
981,sharing_news,omg listen to this,OMG what?! Tell me everything! 👀
570,health_fitness,went for a run,Proud of you for staying healthy!
82,how_are_you,sab theek,Doing well! How's your day going?
27,greeting,good evening,Hey! Long time no see!
331,compliment,you look amazing,You're too kind! ❤️
910,confusion,what do you mean,Okay so here's the thing...
342,compliment,killing it,Aww thank you so much! 😊
705,disagreement,nah,Really? Why do you think so?
30,greeting,hello how r u,Hello! How's it going?
48,greeting,namaste,Yo! What's good?
139,thanks,much appreciated,Glad I could help!
349,compliment,you're the best,Aww thank you so much! 😊
592,health_fitness,yoga is amazing,Hope you feel better soon! 🤗
268,food,lets eat,Let's grab some food! Any preferences?
642,money,spent too much,Payday can't come soon enough!
479,music,share your playlist,Let me send you my playlist! You'll love it.
583,health_fitness,been drinking more water,That's great! Keep it up! 💪
21,greeting,hi man,Yo! What's good?
81,how_are_you,life kaisi chal rahi hai,"I'm doing great, thanks for asking! What about you?"
114,goodbye,heading out,See ya! Stay safe!
1043,late_reply,was busy,Haha it's fine! We've all been there!
443,movie_show,have you watched this show,"Ooh yes! I just watched something great, let me think..."
730,disagreement,lies,"Hmm okay, let's agree to disagree then! 😅"
362,compliment,you're gorgeous,Thank you! You're not so bad yourself 😉
530,work_study,work is killing me,"Work hard now, party later! 😎"
406,feeling_happy,cant contain my excitement,You deserve it! Congratulations! 🥳
258,ask_plans,anything interesting going on,"Nothing much, just chilling at home. You?"
507,work_study,project submission tomorrow,I believe in you! You can do it!
43,greeting,what's good,Hey! How are you?
664,money,lend me some money,Same here! Let's be broke together lol
26,greeting,good afternoon,Hello! How's it going?
791,gaming,lets play,Let's gooo! I'm in! 🎮
687,agreement,thats true,Awesome! 👍
131,thanks,thank u,Happy to help!
605,relationship,come visit me,Aww I miss you too! ❤️
458,movie_show,movie night,Have you tried watching that new show everyone's talking about?
650,money,rent is due,I feel you! Money problems are the worst 😩
928,confusion,come again,Basically what I meant was...
772,gaming,wanna play,Let's gooo! I'm in! 🎮
609,relationship,luv u,That's exciting! Tell me everything!
960,insult_tease,pagal,"Hey, that's not nice! 😅"
213,laugh,hahahahahaha,Lol I know right!
813,photo_selfie,camera roll is full,Send it! I'm curious!
558,travel,lets plan a weekend getaway,Road trip! Let's do it! 🚗
275,food,im craving biryani,Let's grab some food! Any preferences?
73,how_are_you,whats going on with you,All good here! What's new with you?
859,sports,lets play football,Let's gooo! What a win! 🎉
828,photo_selfie,insta worthy,You're so photogenic! 😍
651,money,expensive af,Time to start budgeting! 💰
1016,late_reply,just read your message,No worries! Better late than never! 😊
984,sharing_news,update,Spill the tea! I'm all ears! ☕
881,birthday_celebration,party tonight,Party time! Let's celebrate! 🥳
528,work_study,have to study,That sounds tough. Need any help?
643,money,shopping spree,Same here! Let's be broke together lol
50,greeting,hey guys,Hi! How have you been?
71,how_are_you,r u ok,"I'm fine, thanks! And you?"
831,photo_selfie,look at this sunset pic,Send it! I'm curious!
745,help_request,need your advice,Sure thing! What's the question?
20,greeting,hey man,Yo! What's good?
601,health_fitness,need to eat healthy,That's great! Keep it up! 💪
129,thanks,thnx,Happy to help!
128,thanks,thx,Anytime!
482,music,i cant stop listening to this,That song is a banger! 🔥
712,disagreement,youre wrong,"Fair enough, everyone has their opinion!"
234,ask_plans,any plans today,I'm free! Want to hang out?
567,travel,just came back from a trip,Beach all the way! 🏖️
379,feeling_sad,nobody cares,I care about you. Let me know how I can help. ❤️
789,gaming,esports,Nice! What game?
178,sorry,sorry for the trouble,No worries at all!
253,ask_plans,r u free,Just binge watching Netflix lol. You?
188,sorry,i didn't mean that,"It's okay, don't worry about it!"
611,relationship,you mean the world to me,I'm here for you no matter what. ❤️
490,music,suggest a song,Share the song! I want to hear it too!
35,greeting,ayo,Hey! Long time no see!
99,goodbye,good night,Good night! Sleep well! 😊
1034,late_reply,was away from phone,It's all good! I understand!
197,laugh,lmao,😂😂 glad you found that funny!
6,greeting,heyy,Hey! How are you?
16,greeting,hola,Hey! Long time no see!
957,insult_tease,cringe,Ouch! That hurts! Just kidding 😂
347,compliment,cutie,That made my day! Thanks! 🥰
488,music,this song is fire,Let me send you my playlist! You'll love it.
1013,late_reply,was busy,Haha it's fine! We've all been there!
165,sorry,my mistake,"It's okay, don't worry about it!"
506,work_study,so much homework,"Don't stress too much, it'll work out!"
1020,late_reply,internet was down,Haha it's fine! We've all been there!
96,goodbye,gotta go,Bye bye! Take care of yourself!
999,sharing_news,major announcement,OMG what?! Tell me everything! 👀
731,disagreement,i disagree,"Hmm okay, let's agree to disagree then! 😅"
606,relationship,i love you,That's exciting! Tell me everything!
119,goodbye,catch ya,Bye! Take care!
273,food,suggest something to eat,I'm hungry too! Pizza? 🍕
747,help_request,im confused,Ask away! I'll do my best to help.
1040,late_reply,didnt see the notification,No problem! You're here now!
941,confusion,come again,Basically what I meant was...
819,photo_selfie,editing photos,I bet it looks amazing!
908,confusion,what,Basically what I meant was...
832,photo_selfie,send me a pic,Send it! I'm curious!
956,insult_tease,weirdo,Wow rude! 😤 But okay lol
594,health_fitness,stomach ache,Drink lots of water and rest!
907,birthday_celebration,birthday plans,Wishing you the best! 🎉❤️
516,work_study,passed the exam,That sounds tough. Need any help?
626,relationship,single now,You're so sweet! ❤️
827,photo_selfie,say cheese,Post it! The world needs to see! 🔥
170,sorry,sorry bro,No worries at all!
345,compliment,what a look,That made my day! Thanks! 🥰
655,money,expensive af,Start saving now! Future you will thank you!
774,gaming,gaming time,Gaming all night let's do it! 🎮🔥
69,how_are_you,all good,All good here! What's new with you?
872,sports,best player ever,What a match that was! 🏏
708,disagreement,i dont think so,"Alright, I respect your view!"
441,movie_show,that movie was amazing,What genre are you in the mood for? 🎬
962,insult_tease,leave me alone,Wow rude! 😤 But okay lol
164,sorry,my bad,Don't worry about it 😊
248,ask_plans,doing anything fun,I'm free! Want to hang out?
